tweet_no	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label	tweet_text
322	yes	no	yes	no	no	no	no	With teachers and students, Mario has helped to promote the regular exchange of information about the coronavirus crisis, using reliable and competent sources. See more stories of Europeans fighting the coronavirus: https://t.co/mMZ3QVGp05 #EuropeAgainstCOVID19 https://t.co/mSvg2vVrTm
323	yes	no	yes	no	no	no	no	Another step towards free and safe travel in the EU https://t.co/aVp8FCmozf EU countries have agreed on the interoperability of mobile tracking and warning applications against the spread of #coronavirus. # EUtourism https://t.co / Qzx9PEGfIf
324	no					no	no	George Djokovic: We did everything to respect the measures against Covid-19 https://t.co/i2nU09Cn17 https://t.co/aKBYuEHq2n
325	yes	no	yes	no	no	no	no	79 new cases of COVID-19 in Bulgaria are reported by the National Information System https://t.co/tr4Bat9CBk
326	no					no	no	Report from the eye of the storm. The thread has a lot of useful information also https://t.co/nWKPVMu6d3
327	no					no	no	I hope you are all well, stay at home and indulge in your favorite things. 😊😊 #StayHomeSaveLives
328	yes	no	yes	no	no	no	no	Viennese hospital transplants lung of COVID-19 patient for the first time in Europe https://t.co/SlAK9y2GDz
329	no					no	no	Useful information for the prevention and treatment of COVID-19: One sachet of Teraflu is equal to 1024 sachets of Gigaflu and 1&#39;048&#39;576 Megaflu.
330	no					no	no	A little history of the pandemic economy - very instructive. https://t.co/ew8wnyOdPJ
331	yes	no	yes	no	no	no	no	In the coming days, the EC will supply 1.5 million protective masks for health professionals in 17 Member States and 🇬🇧. They are part of a total of 10 million masks from the Emergency Support Mechanism, which will be delivered in the next 6 weeks. #coronavirus #StrongerTogether 🇪🇺https: //t.co/LGkhZNbiuy https://t.co/NwcLdLpn5H
332	no					no	no	Quarantine Day 35: I suggest that those who leave the cities to crowd and get drunk for the holiday be redirected directly to volunteers in the local COVID-19 treatment units. Otherwise, you will not learn that no doctor is obliged to take care of your selfish ass
333	no					no	no	https://t.co/8Z9naL3DiI They must like our flag 😅 .... And it looks nice 💪
334	yes	no	yes	no	no	no	no	1206 people have already been cured by COVID-19 in Bulgaria https://t.co/0jkZOGSVCF
335	yes	no	yes	no	no	no	yes	Crossing the limit of 200 infected per day with # COVID19 is a very serious signal that some of the measures need to be restored https://t.co/6c5Ddbzn9e
336	no					no	no	The European Commission challenges us to get involved in the fight against disinformation about COVID-19 https://t.co/lvV2nt2P6z
337	yes	no	yes	no	no	no	no	1555 are the confirmed cases of COVID-19 in Bulgaria, the obligatory wearing of masks is canceled https://t.co/aMckzwSgx4
338	yes	no	yes	no	no	no	no	# Denmark compensates 75% of the losses of # Self-employed and # Self-insured persons due to #CoronaCrisis # COVID19 https://t.co/Pk2ufv1kuv
339	no					no	no	I imagine you inject both a Russian and a British vaccine and gain immunity to covid-19, but you become Chelsea
340	no					no	no	in Russia they are carrying a strange virus that makes people fly out of windows. There may be a vaccine - democracy, but there the results are like a test for COVID-19, massively false positive.
341	yes	no	yes	no	no	no	no	The tourist season after COVID-19: nearly 800 medical centers will treat tourists on the Black Sea coast https://t.co/4qN7Ka4VN6
342	no					no	no	From: birthday greeting card. Author: our 8-year-old daughter. Comment: I agree 100%! Awada kedavra! for COVID-19! (I just don&#39;t know if this virus is subject to magic ...) https://t.co/Bc77VxCOXM
343	no					no	no	The long-term EU budget and the crisis with # COVID19 are in the spotlight this week, with many continuing to work remotely &gt;&gt;&gt; https://t.co/I4h3GK9EHi https://t.co/ksCol4fBp4
344	no					no	no	📢In view of the global consequences of ⚠️ # COVID19 (# coronavirus), @Stone_Computers can provide your business with the necessary technological means to facilitate the remote way of working 💻 ️ ☎️ +35929657033 ✉️ office @ stone.bg, sales @ stone. bg #StayHome https://t.co/igaF87xkMb https://t.co/TkbL9tplI1
345	yes	no	yes	no	no	no	no	Fake Covid-19 charges on courier deliveries. The prosecutor&#39;s office killed the companies https://t.co/utus5MI17x
346	yes	no	yes	no	no	no	no	422 of the people with confirmed COVID-19 in our country have already been cured https://t.co/Yc4NVkdHnR
347	no					no	no	Handwashing Guide: https://t.co/yrgRME2eWS
348	no					no	no	Your city needs you. Following government advice is key to protecting yourself and others. Follow this advice 👉 https://t.co/FkVedztsqM Following the gov&#39;s advice on # COVID19 is key to protecting yourself &amp; others. @MayorofLondon #LondonTogether https://t.co/aE6Jl6rnv9
349	no					no	no	Regarding last night&#39;s earthquake: At this point, no one can die from anything but Covid 19, so obviously we have nothing to worry about ....
350	yes	no	yes	no	no	no	no	The US Embassy donated 900 COVID-19 tests to the MMAhttps: //t.co/GemOfIaFYS https://t.co/7Gc9IG9FTO
351	no					no	no	Whom does the “liberal” Viktor Lilov quote https://t.co/70m64fb6Oe https://t.co/86hl56IVU5 https://t.co/eZKtcNDtem
352	yes	no	yes	no	no	no	no	Some very interesting data on why mortality from # COVID19 in Austria is lower than in other countries. Apparently, the biggest influence is the fact that younger people have been infected. https://t.co/yCFlFI6B9Q
353	yes	no	yes	no	no	no	no	308 patients have already been cured by COVID-19 in Bulgaria https://t.co/9fzDWPp17h
354	no					no	no	The whole management of the #coronavirus crisis is like a barter with dates.
355	yes	no	yes	no	no	no	no	The anti-epidemic measures remain in full force for Mini Maritza-East EAD until the end of May https://t.co/gyYweJfGTE
356	no					no	no	Only Borisov, Peevski and Goranov seem to be optimistic in Europe! https://t.co/NNE2GXuRX8
357	yes	no	yes	no	no	no	no	#Germany extends ban on #travel # COVID19 https://t.co/DoSaDBGEtm
358	no					no	no	Assoc. Prof. Chorbanov: Accidental infection with Covid-19 is extremely rare Today.dir.bg https://t.co/cTNexbiAuX
359	yes	no	yes	no	no	no	no	Bosch is developing a quick test for COVID-19 that takes 2 and a half hours for a result. It works through the #Vivalytic device developed by #BoschHealthcareSolutions: https://t.co/qhRAMQLmbH @BoschGlobal @Bosch_IO #Bulgaria #BoschEngineeringCenterSofia https://t.co/GSzipTKXHn
360	no					no	no	nobody: absolutely nobody: no living soul: @Tangerrinka about sex communication: FOOTBALL! covid-19, u suck! https://t.co/OJm8BzU123
361	yes	no	yes	no	no	no	no	As early as April: € 8 billion for 100,000 SMEs in support of SMEs affected by # COVID19 https://t.co/9IwcTrW2X9 #investeu https://t.co/ewnHHDlCys
362	no					no	no	https://t.co/ZqdNve4wQ0 Coronavirus COVID-19 in Bulgaria and around the world
363	no					no	no	What is the support for the tourism sector during the crisis from the pandemic of # COVID19, listen in the audio file the Bulgarian MEP from GERB / EPP @andreykovatchev and #EUsolidarity ⬇️ E #StrongerTogether #UnitedInSolidarity #EuropeAgainstCovid19 https5U5
364	yes	no	yes	no	no	no		100 without accidental infection: &quot;Nothing is over, we must be careful&quot; Our pumpkin at the end of May: &quot;We did the best of all, throw away the masks and go to the match!&quot; https://t.co/hYvj0HJB5X
365	no					yes	no	meanwhile, braziers in India are beating doctors because they believe the virus does not affect them https://t.co/4Dp8ZYHMek
366	yes	no	yes	no	no	no	no	A study in South Korea shows no mutations in COVID-19 https://t.co/7M4U6ac64S
367	no					no	no	The last week of &quot;EYE online&quot; (after the postponement of # EYE2020 due to the pandemic) begins, during which young people from all over Europe will have the opportunity to meet virtually and exchange views with experts, legislators, activists: https://t.co / thuJcYtyH1 # EuropeAgainstCovid19. https://t.co/ymzvtNa8We
368	yes	no	yes	no	yes	no	no	# Covid19 continues to spread, affecting new countries. The situation in Pakistan is alarming, with around 193,000 deaths and more than 3,700 deaths. The number of infections is expected to reach 300,000 by the end of the month and over a million by the end of July or early August.
369	no					no	no	Live 🔴🎥 EC proposes new measures to prepare EU for possible new peaks at # COVID19 @MargSchinas @SKyriakidesEU #UnitedAgainstCoronavirus https://t.co/w2LP7WXTSR
370	no					no	no	Israeli Minister of Health with COVID-19 after declaring it &quot;God&#39;s punishment for homosexuality&quot; https://t.co/PoXVwwUaWC https://t.co/p4WbkO85Va
371	yes	no	yes	no	no	no	no	Two days without deaths from COVID-19 in Macedonia https://t.co/2PrNV4i66J
372	no					no	no	Does it increase the number of younger people with # COVID19? # България # Ангел # Кунчев @MyFamilyBg https://t.co/M3ZZvnIDRx
373	yes	no	yes	no	no	no	no	80 pharmaceutical giants are looking for a vaccine against COVID-19 https://t.co/Y0IpSZR54d
374	yes	no	yes	no	no	no	no	European countries quarantine those arriving from Bulgaria # COVID19 https://t.co/rFDD6zKOk8
375	no					no	no	Good morning on Wednesday, friends! It&#39;s time for tests for COVID-19 and a glass of good mood! 💋 https://t.co/6AoLoeoEAB
376	yes	no	yes	no	no	no	no	We are proud to have donated to the new United Against COVID-19 fund. Together with other companies, we have already raised more than BGN 815,000. We believe that in solidarity and united we are stronger than any contagion! https://t.co/emFXm18H0c
377	yes	no	yes	no	no	no	no	The utilities sector is crucial to sustaining society, even during the #coronavirus crisis ⛽️🚰⚡️ Did you know that 4.6 million people work in the EU utilities sector, representing 2.3% of all employees persons ❓ https://t.co/Ch1450jBFp
378	no					no	no	it&#39;s just a flu https://t.co/PQKS9j8e6r
379	yes	no	yes	no	no	no	no	A record 166 are newly infected with Covid 19 per day in Bulgaria https://t.co/6fPHsqJlIj
380	no					no	no	Easter is April 19, 2020. This date is celebrated not only in Bulgaria but in all Orthodox countries. In 2020, Catholics celebrate Easter on April 12. Good Friday, also called Good Friday, falls on April 17 in Bulgaria. # COVID19 https://t.co/Akw34rj5md
381	no					no	no	National portal publishes open data on COVID-19 https://t.co/D4x5IyeIpn
382	no					no	no	🎙️Watch @EP_President Sasoli&#39;s press conference on EP decisions in response to the coronavirus crisis after 5 pm today: https://t.co/dWb3ZEkCEJ &amp; https://t.co/IbPYxDSb4T More information here: https: //t.co/5aX3mkktyz https://t.co/yFf3Vd1wEt
383	no					no	no	I have experienced: Chernobyl - 86th Coupon system - 90th Jean Viden&#39;s winter - 96-97th Yanchulev, Kostov and Sofianski Fukushima - 2011 End of the world 21.12.2012 Ebola - 2014 COVID-19 - 2020 But I will never experience the relegation from Botev for the Cup with a goal in 94 &quot;last year
384	no					no	no	For the first time I see a plan of a Bulgarian resort how it will work this summer. The rest are just ah and oh https://t.co/hDSHNUBhGZ
385	no					no	no	now it is right to return Kevorkian to Bennett https://t.co/LujzlG9pHr
386	no					no	no	I gained 4 kilograms. thank you covid-19!
387	no					no	no	Glee during the crown https://t.co/lXu7IJcyGH
388	no					no	no	Don&#39;t make fun of people who write stupid things about Covid-19! One day one of them may become president of the United States!
389	no					no	no	#EuropeAgainstCOVID19 At the beginning of the coronavirus crisis, the Bon-Bon group called on people to stay home with a performance of Earth Song. More than 90 members of the group from different parts of Europe took part, showing that we can always be united: https://t.co/TCcJ7wPnhF https://t.co/kln9M8J5yf
390	yes	no	yes	no	no	no	no	📢 The European Institute of Innovation and Technology @EITeu provides € 60 million in funding for entrepreneurs and SMEs with innovative solutions 💡 in the fight against the #coronavirus crisis. #EITCrisisResponse See more ℹ https://t.co/fIVOP7gw3t https://t.co/kyTWySQP2U
391	no					no	no	Re-infection is increasingly being confirmed. https://t.co/x6OXiArJ63
392	yes	no	yes	no	no	no	no	Raiffeisenbank Bulgaria and the EIF agreed on EUR 18 million in support of Bulgarian innovative business under the European Union&#39;s InnovFin program. The guarantee scheme is part of the EU&#39;s policy to tackle the economic crisis caused by COVID-19: https://t.co/JtZSuvxst3
393	yes	no	yes	no	no	no	no	🇪🇺European solidarity is: 🇫🇷 gives 1 million masks to 🇮🇹 🇩🇪 provides 175 places of intensive care to patients from 🇫🇷 and 🇮🇹 🇵🇱 and 🇷🇴 sends medical teams to 🇮🇹 🇨🇿 donates 10,000 protective clothing to 🇮🇹 and 🇪🇸 #EuropeanSolidarity # COVID19 #coronavirus https://t.co/tdn1kXP2tF
394	no					no	no	The Bulgarian MEP from GERB / EPP, Deputy Chairman of @EPPGroup Dr. @andreykovatchev for the Next Generation - #NextGenerationEU #EUsolidarity 🇪🇺 🤝 #StrongerTogether #UnitedInSolidarity #EuropeAgainstCovid19 # EuropeansAgainstCovid19 0t8r6Wi8nq
395	no					no	no	The head of RHI - Vratsa: Vratsa, do not sleep with the people of Sofia. There is COVID-19! :) Don&#39;t hug and kiss! I suggest that we boycott Vratsa too!
396	no					no	no	you go to Vitosha with the woman and the child, the phone rings, it&#39;s Geshev: another 50 centimeters to the right if you like! https://t.co/3izHEDH64O
397	no					no	no	If we hope for resignation 😂 Boyko Borissov: Tough decisions are for COVID-19 and the Green Deal https://t.co/TxS0UXFG8z
398	no					no	no	Not that you don&#39;t explain the wooden heads to me, I know better that they will come up with the idea - but I&#39;m still screwing it up. https://t.co/DwQaWoAvUx
399	no					no	no	Small investment - a sure profit! Don&#39;t grumble, please! Quarantine is a boon for the alert and enterprising. https://t.co/kGVXr2O6ah # short story # bgstartupidei # laughter # Notes on the Extraordinary Position # bulgarian blogger # funny stories # satire # humor # bulgaria # crown crown bulgaria #COVID ー 19
400	no					no	no	In the midst of the COVID-19 crisis, Huawei is leading the way in smartphones https://t.co/kN3pxtkuuy
401	yes	no	yes	no	no	no	no	Since the beginning of the pandemic 603 have died from COVID-19 in our country https://t.co/69nWE8TyuI
402	no					no	no	If you think that there is no country that does not have # COVID19 at the moment, you are sorely mistaken. And Bulgaria is far from being the only one where it is not known who brought it, how many were infected, how much they have already earned, and so on.
403	yes	no	yes	no	no	no	no	There are again people infected with COVID-19 in Varna: The new number of people infected with coronavirus in the last twenty-four hours is 117. Thus, the total number of people infected with COVID-19 in Bulgaria is 3872. This is according to the Unified Information Portal. In Varna… https://t.co/dSUjoE9urg
404	no					no	no	The new technologies in the service of a better world, in which with a sketch board you can comment on the essence of both the measures of the Council and the # COVID19 applications💙https: //t.co/HjdP58UlD3
405	yes	no	yes	no	no	no	no	Thanks to the EU-created humanitarian airlift, emergency shipments related to #coronavirus will be transported to the most critical areas of 🌍. The first EU will transport 60 humanitarian workers from various NGOs and 13 tonnes of humanitarian aid. https://t.co/z1VFxBa2Ul
406	no					no	no	@igkolev The goal is to protect others, not ourselves. https://t.co/k9hliRjnNp
407	yes	no	yes	no	no	no	no	In just one day, 512 people in Spain died from COVID-19 https://t.co/7i0gjr4cf9
408	yes	no	yes	no	no	no	no	27 million people work directly or indirectly in the EU tourism sector. The coronavirus pandemic has hit the industry hard. The EP calls for greater support for companies and workers in the sector, as well as for passengers: https://t.co/jltpgekWp8 #EuropeAgainstCOVID19 https://t.co/yw2DxSFR4u
409	yes	no	yes	no	no	no	no	. @ BoykoBorissov presented new socio-economic measures worth over BGN 1 billion in response to the COVID-19 pandemic https://t.co/3AZgqzOLTj https://t.co/nE8GSb7OuC
410	no					no	no	In real time, instead of keeping track of time, it&#39;s so clouded that it&#39;s like a tornado 😔https: //t.co/Kb0mTtJHnX
411	no					no	no	⅞TV - Assoc. Prof. Atanas # Mangarov is visiting &quot;Studio Hu&quot; for the upcoming school year and the Kovid hysteria https://t.co/VjDSzZL1sK # Bulgaria # MH # NIGHT # coronavirus # school # healthcare # money # COVID19
412	yes	yes	no	no	no	no	no	Uti Bachvarov was in hospital because of COVID-19https: //skandal.bg/news/15924674289423/uti-bachvarov-bil-v-bolnitsa-zaradi-covid-19 https://t.co/EhloMdaATa
413	yes	no	yes	no	no	no	no	11 were cured of COVID-19 and discharged from a hospital in Bulgaria https://t.co/y21vctxqpQ
414	no					no	no	#Sindikat #Education of #teachers at @podkrepa will not allow diversion of funds to activities to deal with # COVID19 @MyFamilyBg https://t.co/seofqsloDh
415	yes	no	yes	no	yes	no	yes	Good news from Oxford. The results of phase 1 vaccine trials against Covid-19 are encouraging. The tweet below also contains a link to the survey. https://t.co/69mqbb1Upx
416	yes	no	yes	no	no	no	no	190 are already the people cured by COVID-19 in Bulgaria https://t.co/o5G1G5Y2A4
417	no					no	no	Es #Esri provides free access to #GIS software to students. ✔️The #LearnArcGIS program aims to support distance learning for students during the # COVID19 pandemic. ✔️For more information: https://t.co/uQ820vVY2Y https://t.co/7FgMPOqDsc
418	no					no	no	Chess and mat zoophobia.) Https://t.co/YSz7x3WEF5
419	no					no	no	Back to the starting point. https://t.co/v4ICPbL8J5
420	no					no	no	do not wear masks, some say. Not this doctor. As well as other things he says .. https://t.co/dcyvVb5Sid
421	no					no	no	Narendra Modi had a fruitful discussion with @eucopresident, such as Charles Michel, on how India and Europe can work together during the COVID-19 crisis to protect the global healthcare system and support global economic recovery. https://t.co/aaHsk4PWB9
422	no					no	no	Although the growth rate of infection remains low, anyone can still become infected with COVID-19 and anyone can spread it. We reduce the risk of spreading the virus by not forgetting to apply higher hygiene, keep a safe distance, gather at
423	yes	no	yes	no	no	no	no	The United against COVID-19 Fund is once again accepting applications. With the generous support of 23 donors, BGN 896,000 will be provided to hospitals, municipalities, small businesses and NGOs to help people affected by the crisis. Apply by April 2-7 https://t.co/jrwdcvlOgY https://t.co/XASqQChq7k
424	no					no	no	Rebuilding Europe Today and tomorrow European leaders are meeting to seek an agreement on the best possible EU recovery plan following the #coronavirus crisis. The proposal in brief 👉 https://t.co/6NbSfLE9LN #EUBudget #NextGenerationEU #EUCO https://t.co/xLDjRg57jD
425	no					no	no	Have you come across fake news about # COVID19? Don&#39;t believe everything people share! 🇪🇺 Check the facts 👉 https://t.co/2CuMZz0KcF The facts about 🇧🇬 👉 https://t.co/viP52f0GnA https://t.co/e7mwacrwf2
426	no					no	no	Dear yellow-collar workers, in these difficult times, the most important thing is, MOST IMPORTANTLY, to keep faith in our civilizational choice, to support it unconditionally, and not to change its liberal values. https://t.co/p9RNxmpAUj
427	yes	no	yes	no	no	no	no	As part of measures to control #CoronavirusPandemic, the EU is providing funding for the urgent development of vaccines and treatments. EU-funded research to combat # COVID19 https://t.co/nU9VJszRSG List of projects to combat coronavirus https://t.co/4qWqnCjPZ6 https://t.co/0Bodq5N7zp
428	no					no	no	The main challenge in developing the Russian vaccine against Covid-19 is the size of the Russian Elbrus microchip. Therefore, the vaccine will be given through suppositories (anal suppositories).
429	no					no	no	Assoc. Prof. Chorbanov: There is no proven case of a person who was re-infected with COVID-19 https://t.co/mPItY2zDQc
430	no					no	no	Mass arrests after protests over COVID restrictions in The Hague https://t.co/iCoigbbQU3
431	no					no	no	FIRST PERSON: Measures against COVID-19 in China https://t.co/V9a2orTsT9 via @YouTube
432	yes	no	yes	no	no	no	no	The number of COVID-19 cases in Bulgaria increased by 146 https://t.co/Au0e4MQIut
433	no					no	no	Hey, there are walking routes! For Monday by heart 🤣 https://t.co/EQQyCS1aTt
434	no					no	no	Extremely important and interesting article about one of the possible treatments of COVID-19 by my father, Prof. Plamen Kenarov. https://t.co/s3CHRtcoEY
435	no					no		Kosovo shows what political stupidity looks like during a pandemic. https://t.co/ZArWjHj4C2
436	no					no	no	Prevention is the ONLY thing we can REALLY do against COVID-19! https://t.co/q0ThTG3CWn via @YouTube
437	no					no	no	National of Bulgaria with a strong film about COVID-19 hours before Grigor Dimitrov fell ill! VIDEO https://t.co/xGbnFOBMDO https://t.co/y0ymfA7Rel
438	no					no	no	The EP&#39;s remote work is becoming more intensive and efficient. Today I report on three petitions related to # COVID19 in the Committee on Petitions @EP_Petitions @Europarl_EN @DolorsMM https://t.co/MxUXC2TSDL
439	no					no	no	In the virtual discussion on &quot;Lessons for # Europe after # COVID19. How to make the #EU better prepared for future similar challenges ”was attended by #Emp members Angel Djambazki / @djambazki (EQF), Asim Ademov (EPP) and Petar Vitanov (S&amp;D). @EP_Bulgaria https://t.co/w8C19Kxxds
440	no					no	no	The season in # Resort # Albena is over # COVID19 @MyFamilyBg https://t.co/AAwOWkeGgE
441	no					no	no	75-year-old gabrovka overcame covid-19 https://t.co/46FLB9JR2G
442	no					no	yes	After Spain, now Ireland ... This must be done in Bulgaria as well. https://t.co/doDYKDVlRv
443	no					no	no	After the COVID-19 pandemic erupts in a student city, the usual KOVRI-19 pandemic will flare up again.
444	no					no	no	@joannaelmy There are more severe cases than us.https: //t.co/TNZGtm88Da
445	yes	no	yes	yes	yes	no	no	Twitter deleted over 170,000 accounts, part of Chinese operation for COVID-19 and Hong Kong https://t.co/8qbuULb0QQ
446	no					no	no	Solidarity and unity are at the heart of the European Union. On the International Day of Coexistence in Peace, let us recall our common values, which will be key to the recovery of Europe after # COVID19. https://t.co/mTUYtBckdN
447	no					no	no	# COVID19 has made many professions risky because of the inevitable contact with people. 👏 On World Safety Day #SHWDay, we thank all the vendors, pharmacists, suppliers and professionals who continue to work so that we do not run out of essential goods. https://t.co/GdxGx348A4
448	no					no	no	🎯Frequent and open communication are the basis of the successful team - German Gachevski, CEO and CTO of @TSDServices. What you shared with us about the past state of emergency and its effect: https://t.co/yGnCOEWSjf #Manager, #TechCompany, #IT, # Covid_19, #Team, #SoftwareDevelopment https://t.co/BxaoKNNHuD
449	no					no	no	The open platform for sharing scientific data on #coronavirus is part of the #ERAvsCorona action plan, which guides all European science forces in the fight against the virus. The точки points of the plan initiated by Commissioner @GabrielMariya 👇 https://t.co/MP9p8RbkyM
450	no					no	no	Our Mincho, 78 years old, dry, weak as the Holy Spirit himself, wealthy and with a personal pension, calls a close friend ... https://t.co/StDMrUKkND # short story # laughter # # bulgaria # crown of bulgaria #COVID ー 19
451	no					no	no	For science! Please fill in and (at least) share. #covidscience https://t.co/rKnfBGpmYp
452	no					no	no	# COVID19 Parliament Speaker David Sasoli will hold a press conference after the end of today&#39;s session on the EP&#39;s proposals for the recovery plan. Watch from 14:30 Bulgarian time: https://t.co/qfFUGuAPLA &amp; https://t.co/N80Rw6i8b8 https://t.co/CuXbX6T4K8
453	no					no	no	Quinn and Adam Lambert released COVID-19 version of &quot;We Are The Champions&quot; (Video) - https://t.co/FTF0eudd7d #YouAreTheChampions #Queen + @adamlambert https://t.co/vGU1y9Lkbl
454	yes	no	yes	no	no	no	no	EC Global Donation Campaign So far, € 7.4 billion has been raised to develop a diagnosis, treatment and vaccine for #coronavirus, accessible to all. The fundraising campaign continues. #UnitedAgainstCoronavirus https://t.co/Vo8nGzQKlp
455	no					no	no	Today begins an incredible adventure in which many motivated and capable Bulgarian teams will participate. This is the pan-European hackathon against COVID-19 - Europe against the virus⬇️ https://t.co/jZzxsmIzep #movebg #editbg #euvscrisis #bulgaria #startup #innovation #hackathon #news https://t.co/OMxSu8iw8W
456	no					no	no	Pink for Covid-19: The scariest thing in my life - https://t.co/2H2fA2LNXX
457	yes	no	yes	no	no	no	no	He is Rosen. That&#39;s how his friends know. None of them suspects that he is working now to have electricity in their homes. As it did in the COVID-19 crisis. That&#39;s why he is a superhero for his children. Another 500 superheroes work at AES Bulgaria. To be bright and warm at home. https://t.co/bssdTPe2bZ
458	no					no	no	All regions of #EU are affected by the #Coronavirus crisis, said the vice-president. on @EU_Commission during # EuranetPlusSummit2020. This recovery cannot be financed at the expense of the poorest regions or the poorest countries. https://t.co/k2HsfqXZRp https://t.co/fuf5N3Zn3d
459	yes	no	yes	no	no	no	no	Government approves &quot;Program to guarantee interest-free loans to protect people deprived of the opportunity to work due to the COVID-19 pandemic&quot; https://t.co/Q9cjRGXIqj https://t.co/LKwYqwMaoz
460	yes	no	yes	no	no	yes	no	Hundreds became infected with COVID-19 in Germany&#39;s largest slaughterhouse https://t.co/Q54Y352EK5
461	no					no	no	Projections for BG - with masks and without masks https://t.co/uJhuAaITlU
462	no					no	no	According to recent studies, dinosaurs have died from COVID 19 with a concomitant disease - a meteorite impact ...
463	yes	no	yes	no	no	no	no	All contacts of the positive for COVID-19 doctor from CSMP-Kyustendil are negative https://t.co/ecdkRr3Xcr https://t.co/8lABGnRYDF
464	yes	no	yes	no	no	no	no	As part of the #coronavirus pandemic aid, Poland is sending transport to Italy and San Marino with disinfectants. #solidarity #EUsolidarity https://t.co/N9eHX3EpqJ
465	no					no	no	Germans are already tired of the disaster Covid 19 https://t.co/fBovwsJHHi
466	no					no	no	You can see more stories of Europeans working for others during the crisis on our special website: https://t.co/pQYGM4nDog #EuropeAgainstCOVID19 Because only together can we tackle the challenges.
467	no					no	no	I am happy as a child on this grass! Corona garden will become Su-per! Thanks to @iBushcrafter for the tips! https://t.co/HYgTLL2gN2
468	no					no	no	When # Covid19 locks you up at home, you pay attention to the beauty of your own city https://t.co/JXz4y2Dc9m
469	no					no	no	Who mocks the work of first-line medics in the fight against # COVID19? https://t.co/iQJNz2VINe
470	no					no	no	Today, June 12, the world celebrates the International Day against Child Labor. This year&#39;s theme is &quot;Covid-19: More than ever we need to protect children from exploitation.&quot; https://t.co/pMJx0tOkDc
471	no					yes	yes	Bulgaria is the only country in Europe that is in a state of emergency without 1 lev of people&#39;s help. But to donate with sms🤔 😷🇧🇬🇧🇬🇧🇬 #Bulgaria #Europe #CoronaVirus # Covid19 #CoronaVirus # Quarantine #Bulgaria
472	no					no	no	Unity makes us stronger! This is a fundamental value of the EU. We need to be more united and supportive than ever. Only cooperation and solidarity can defeat the virus! # COVID19 #UnitedinSolidarity @EPPGroup https://t.co/WyXqDt7Xlu
473	no					no	no	Many are eager, even in Bulgaria itself, to predict a misunderstanding with the Republic of Macedonia in the EU accession negotiations and how the Bulgarian side was weak and powerless to defend its interests against European-backed Macedonianism. Asian craze !: https://t.co/K0RSHX5ML9
474	yes	no	yes	no	no	no	no	More than 150,000 French people temporarily abroad have returned to France thanks to the efforts of hundreds of officials and volunteers from the Ministry of Europe and Foreign Affairs, the crisis center, embassies, consulates and airlines. # Covid19 # coronavirus https://t.co/BAJeJtOkrV
475	no					no	no	Well, if the only way to beat Covid 19 is to eat belly soup 🤔😱😳😵
476	no					no	no	As members of STBZhP we would like to thank - especially the mayor of Lom, Dr. Georgi Gavrilov and all others who helped to implement this good work. We will overcome these difficult days together! @TCSofyaBE # Covid_19 🇹🇷🇧🇬
477	no					no	no	Notice-story: &quot;On March 31, 20, scientists from the Technical University of Stara Zagora made a revolutionary discovery. They isolated a new strain of coronavirus that is affected by sunlight. It becomes highly virulent at night. 19 ST.
478	no					no	no	We support the efforts of the business in Sofia towards a controlled and functioning environment with the continued presence of the virus. PARA&#39;s COVID-19 Safety Checklist is open to more technological, administrative, social and medical rules. https://t.co/V8W7umM25i
479	no					yes	yes	Chinese authorities have been hiding information about the coronavirus, even though they were well aware of its dangers. # covid19 #CCPVirus #China #coronavirus #pandemic https://t.co/AAjnFEA80z
480	no					no	no	Working meeting of the Chairman of the SACP to deal with the risk of children getting COVID-19 at schoolhttps: //t.co/u9AcrSeWSi https://t.co/m2zaZS2vuq
481	no					no	no	We continue to work for you! Due to extraordinary circumstances, the EUROPE DIRECT information centers in Bulgaria work from home to keep you informed of the latest European news. # РаботимОтВкъщи # Бъдитездрави # Останетесивкъщи #weareallinthistogether #stayhome #staysafe https://t.co/XLSftpbQGf
482	yes	no	yes	no	no	no	no	33 are the cases of COVID-19, confirmed in our country in the last 24 hours https://t.co/iTxwrJ0Rij
483	no					no	no	The lack of a brain, not a virus, will erase us. 🤦🏻‍♂️ https://t.co/3irUMti8XQ
484	yes	no	yes	no	no	no	no	European Commission adopts Temporary Framework for State Aid under COVID-19 https://t.co/ONX864p0GD via @vestnikstroitel
485	no					no	no	A very good protest, even if there is no resignation, will end in 7 days. ~ guaranteed by # Covid_19
486	yes	no	yes	no	no	no	no	There are already 105 patients cured of COVID-19 in Bulgaria https://t.co/BPz4uVfolM
487	no					no	no	What does the first proven case of reinfection with COVID-19 mean https://t.co/FSCoAisTnL
488	no					no	no	I think only I like this guy. Another question is how much work it does ... https://t.co/kfrBDqUQqT
489	no					no	no	Open-source project examines data related to COVID-19: https://t.co/WUzZlqD6J5 # COVID19, #Django, #Docker, #EBM, #github, #NHS, #OpenSource, #OpenSafely, @UniofOxford, # Python, #TPP, @ZDNet https://t.co/CJdjJFqAHT
